Body_ID,Date,Time,0_NOSE,1_NECK,2_RIGHT_SHOULDER,3_RIGHT_ELBOW,4_RIGHT_WRIST,5_LEFT_SHOULDER,6_LEFT_ELBOW,7_LEFT_WRIST,8_RIGHT_HIP,9_RIGHT_KNEE,10_RIGHT_ANKLE,11_LEFT_HIP,12_LEFT_KNEE,13_LEFT_ANKLE,14_RIGHT_EYE,15_LEFT_EYE,16_RIGHT_EAR,17_LEFT_EAR
16,2023-04-04,16:20:49.526407,"-1.7151951,0.36534703,-4.540493","-1.6782402,0.19320244,-4.620178","-1.8269876,0.19864815,-4.6367235","-1.8972187,-0.0107578635,-4.6816783","-1.9665906,-0.2153635,-4.6988683","-1.5294929,0.1877566,-4.603632","-1.4643531,-0.02316922,-4.6491437","-1.4222128,-0.23041826,-4.601778","-1.7739512,-0.27608752,-4.698906","-1.769203,-0.6552895,-4.8103247","-1.7539166,-0.9547237,-4.993483","-1.6018738,-0.28370494,-4.6789627","-1.6722902,-0.65205854,-4.803815","-1.7243328,-0.95156866,-4.9799595","-1.7371564,0.3997835,-4.5668783","-1.6887187,0.40161896,-4.5591397","-1.7692153,0.3869285,-4.6485777","-1.6319747,0.39212918,-4.6266527"
16,2023-04-04,16:20:49.605144,"-1.7466874,0.32870054,-4.4184484","-1.6973287,0.16625208,-4.498777","-1.8463858,0.1703794,-4.520817","-1.9207351,-0.04229802,-4.552299","-1.994345,-0.24799639,-4.563078","-1.548272,0.16212475,-4.4767365","-1.4970396,-0.057076573,-4.5095506","-1.4844754,-0.25569242,-4.418775","-1.7870044,-0.3048575,-4.573198","-1.7714729,-0.68593866,-4.6774616","-1.7445772,-0.99033254,-4.8510847","-1.6157935,-0.31088543,-4.5468783","-1.6823039,-0.67936784,-4.6738896","-1.7340093,-0.9910125,-4.827929","-1.7675613,0.36344886,-4.4446974","-1.7210404,0.3666314,-4.4337997","-1.7923875,0.3531248,-4.5285845","-1.6605783,0.3621418,-4.497707"
16,2023-04-04,16:20:49.685874,"-1.7829682,0.2974913,-4.3318815","-1.7331611,0.13878876,-4.4112406","-1.8916334,0.14173132,-4.4360185","-1.9817734,-0.0718199,-4.507617","-2.0687382,-0.27770382,-4.574432","-1.5746889,0.13584602,-4.3864627","-1.5326964,-0.102534235,-4.4028077","-1.5396591,-0.29557633,-4.2720346","-1.8196203,-0.33470684,-4.479335","-1.8360955,-0.7033743,-4.623767","-1.8379264,-0.99821323,-4.8165193","-1.6473982,-0.3393879,-4.4517145","-1.6955755,-0.70900846,-4.5862775","-1.7310709,-1.0209479,-4.7460313","-1.804317,0.33226842,-4.3576193","-1.7579603,0.33618623,-4.346198","-1.8281975,0.32288277,-4.4416494","-1.696854,0.33398294,-4.409291"
16,2023-04-04,16:20:49.774578,"-1.8256284,0.28770435,-4.2515335","-1.7831671,0.13682216,-4.327418","-1.9428705,0.136859,-4.3549027","-2.029626,-0.07318318,-4.440273","-2.1120236,-0.27304506,-4.528317","-1.623464,0.13678545,-4.2999334","-1.5702775,-0.10005337,-4.2966704","-1.5638177,-0.27748019,-4.1451316","-1.8641031,-0.3364178,-4.372443","-1.9035946,-0.699209,-4.5259533","-1.926697,-0.9931059,-4.718143","-1.6920915,-0.3378538,-4.3425784","-1.710817,-0.7050173,-4.48949","-1.7236664,-1.0222919,-4.641206","-1.8476329,0.3237419,-4.274898","-1.8002182,0.32662767,-4.2645","-1.8747894,0.3182497,-4.357998","-1.7404485,0.32642585,-4.328537"
16,2023-04-04,16:20:49.868264,"-1.8470533,0.26417768,-3.9399295","-1.818217,0.12533462,-4.0217605","-1.972514,0.11980426,-4.0606413","-2.0334446,-0.086615264,-4.134753","-2.0905788,-0.2832924,-4.2119465","-1.6639203,0.13086486,-3.9828799","-1.6473367,-0.09277797,-4.021905","-1.6529739,-0.30796635,-3.982317","-1.8783885,-0.33358353,-4.071016","-1.9337525,-0.69036376,-4.1709948","-1.9735712,-0.996544,-4.295752","-1.7110431,-0.32891077,-4.029146","-1.6901377,-0.6940265,-4.110426","-1.6353003,-0.961441,-4.301157","-1.8706656,0.30141318,-3.9580433","-1.821591,0.30347368,-3.9488542","-1.9025522,0.30260688,-4.0371113","-1.7635071,0.30844468,-4.011074"
16,2023-04-04,16:20:49.949991,"-1.8571496,0.23623598,-3.793666","-1.8296798,0.09416574,-3.8753543","-1.9850096,0.08587545,-3.9091206","-2.0258443,-0.1333068,-3.9491692","-2.0645056,-0.34362602,-3.9905484","-1.6743504,0.102455854,-3.8415878","-1.6595439,-0.11324811,-3.9091513","-1.6627158,-0.33101797,-3.9118428","-1.8840119,-0.36618024,-3.918871","-1.9142643,-0.72552836,-3.9805396","-1.9344325,-1.038078,-4.0680804","-1.7153684,-0.35811687,-3.8836868","-1.7134868,-0.716889,-3.9552994","-1.6690336,-0.9622532,-4.164052","-1.8825201,0.27236754,-3.8113883","-1.8323302,0.27562645,-3.8034446","-1.9176365,0.2704038,-3.8878987","-1.7754319,0.27963746,-3.8653908"
16,2023-04-04,16:20:50.032715,"-1.8587271,0.2043854,-3.6508646","-1.8279474,0.061268926,-3.7357473","-1.9849739,0.053167522,-3.760602","-2.0074933,-0.16698694,-3.8085637","-2.0286152,-0.37793458,-3.8581815","-1.6709208,0.06937021,-3.7108924","-1.6441338,-0.13733959,-3.7993734","-1.643634,-0.354995,-3.7936466","-1.885705,-0.39849716,-3.7725124","-1.904743,-0.74387765,-3.8413541","-1.9110156,-1.02482,-3.9803333","-1.7153566,-0.39017957,-3.748397","-1.7336047,-0.73992836,-3.7900171","-1.7223493,-0.9967518,-3.9694552","-1.8852893,0.24025139,-3.6683388","-1.8338333,0.24411598,-3.6608176","-1.9224329,0.2367872,-3.7438576","-1.7766404,0.24773699,-3.7225478"
16,2023-04-04,16:20:50.133378,"-1.851268,0.18140388,-3.3553963","-1.8367381,0.028140128,-3.4530063","-2.0024765,0.024441004,-3.4452329","-1.9927332,-0.18873537,-3.5557106","-1.9834483,-0.3911345,-3.66678","-1.6710001,0.031839192,-3.4607792","-1.639675,-0.1760155,-3.5772247","-1.6356608,-0.40320253,-3.5352972","-1.9151398,-0.4368726,-3.4966369","-1.9106411,-0.7842711,-3.5694308","-1.9078152,-1.0891387,-3.6507146","-1.7422577,-0.43344295,-3.5074859","-1.7843119,-0.78547156,-3.5251565","-1.8240157,-1.0911839,-3.5924098","-1.8795986,0.21854594,-3.3692846","-1.8262459,0.22058332,-3.3700213","-1.9293509,0.21385592,-3.4376097","-1.7781848,0.21962866,-3.4396985"
16,2023-04-04,16:20:50.217098,"-1.8493152,0.16284612,-3.214667","-1.8404446,0.007645309,-3.314006","-2.0048797,0.0040802956,-3.2909787","-1.9887153,-0.2034123,-3.409612","-1.97368,-0.39993608,-3.528822","-1.6760098,0.011210263,-3.3370333","-1.6355537,-0.19001448,-3.4605656","-1.6083875,-0.40753788,-3.3898244","-1.92355,-0.4568916,-3.3545241","-1.9059731,-0.8041589,-3.4354992","-1.8892797,-1.114306,-3.5006132","-1.752254,-0.4540993,-3.3805776","-1.8068726,-0.80556965,-3.4113326","-1.8564856,-1.117135,-3.4456146","-1.8785099,0.20001829,-3.2268689","-1.825096,0.20191902,-3.2310908","-1.9327742,0.19485587,-3.2916148","-1.7814349,0.20024133,-3.3035762"
16,2023-04-04,16:20:50.319755,"-1.8933556,0.10340348,-2.9586754","-1.8648953,-0.05423957,-3.04826","-2.0257936,-0.05301577,-3.0642865","-2.0455513,-0.28460503,-3.11856","-2.0641575,-0.50671595,-3.1732607","-1.7039973,-0.055463314,-3.0322335","-1.6568198,-0.2781464,-3.1040397","-1.6609396,-0.46992856,-2.9780467","-1.9498852,-0.50991833,-3.0931025","-1.9295055,-0.8731603,-3.13327","-1.9122131,-1.1971719,-3.157208","-1.7790626,-0.51301396,-3.081704","-1.8391705,-0.8598957,-3.1818712","-1.8907399,-1.1618893,-3.2913973","-1.9161161,0.14184973,-2.9778547","-1.8633676,0.14048159,-2.96816","-1.9523735,0.13810197,-3.0532565","-1.8029191,0.13422531,-3.025787"
16,2023-04-04,16:20:50.399488,"-1.9268483,0.09601724,-2.8249762","-1.885496,-0.05335772,-2.9090886","-2.0406713,-0.04689616,-2.9512227","-2.0824766,-0.28062254,-2.9713852","-2.1223752,-0.50533193,-2.9916894","-1.730321,-0.05981928,-2.8669546","-1.6976932,-0.2858011,-2.9351447","-1.7018205,-0.51123005,-2.894362","-1.9792266,-0.50307524,-2.9591265","-2.0109608,-0.8684004,-2.9929235","-2.040292,-1.1934763,-3.0177329","-1.8119967,-0.5116376,-2.9237893","-1.8498572,-0.85058683,-3.0626848","-1.8745669,-1.1367114,-3.2197585","-1.9445472,0.13624448,-2.8455975","-1.894589,0.13226491,-2.8264456","-1.9662085,0.13825709,-2.9264452","-1.8246607,0.12698156,-2.872181"
16,2023-04-04,16:20:50.483208,"-1.9450388,0.09333244,-2.679499","-1.90786,-0.051956058,-2.7641442","-2.060729,-0.046984673,-2.8139763","-2.1172824,-0.27724308,-2.8157163","-2.1715853,-0.49866223,-2.8175895","-1.7549913,-0.056927323,-2.7143116","-1.7152424,-0.28078073,-2.7816164","-1.7000542,-0.5082621,-2.782197","-1.9963193,-0.5000598,-2.8127642","-2.059715,-0.85857916,-2.8833482","-2.1164951,-1.177527,-2.9443393","-1.8300194,-0.5065402,-2.773004","-1.8603665,-0.8391261,-2.9342585","-1.8758669,-1.1138856,-3.115747","-1.9654018,0.13320535,-2.6977234","-1.9137431,0.13016424,-2.6802995","-1.991857,0.13588983,-2.7756734","-1.8454906,0.12727326,-2.726305"
16,2023-04-04,16:20:50.578888,"-1.9769412,0.026058316,-2.4380605","-1.9474708,-0.11952835,-2.5298064","-2.1022935,-0.11736488,-2.5688484","-2.1491961,-0.34083685,-2.560935","-2.1942852,-0.5557171,-2.5533595","-1.7926481,-0.12169179,-2.4907644","-1.7304605,-0.3161654,-2.5933068","-1.7510375,-0.5120318,-2.4959574","-2.0332716,-0.5698279,-2.5616288","-2.1141236,-0.91117364,-2.679108","-2.1859872,-1.2145833,-2.7835627","-1.8649104,-0.57251203,-2.5351887","-1.926601,-0.9058918,-2.6832006","-1.9728951,-1.1821697,-2.855421","-1.9980991,0.06729549,-2.4547207","-1.9431206,0.06163737,-2.442059","-2.0337389,0.07152051,-2.530835","-1.8779668,0.05548942,-2.494961"
16,2023-04-04,16:20:50.656629,"-1.9837768,-0.014353573,-2.3294373","-1.9604497,-0.15781179,-2.4284477","-2.1199486,-0.15801191,-2.4441612","-2.1469884,-0.38460702,-2.4297261","-2.172957,-0.6025044,-2.4160604","-1.8009508,-0.15761188,-2.4127338","-1.7274883,-0.34396678,-2.5230062","-1.7428256,-0.51488507,-2.3855581","-2.043142,-0.61893076,-2.4517915","-2.1131635,-0.96440023,-2.5619497","-2.1754055,-1.2715017,-2.6598127","-1.8722073,-0.6181747,-2.4497097","-1.9418232,-0.9702232,-2.5369003","-2.0016315,-1.2700467,-2.6564472","-2.010143,0.025648743,-2.3430755","-1.9519881,0.023022443,-2.3380313","-2.057752,0.027415693,-2.413742","-1.89298,0.019974738,-2.39945"
16,2023-04-04,16:20:50.753305,"-1.9794596,-0.027105182,-2.2064989","-1.9659674,-0.17473024,-2.308941","-2.1260865,-0.17722082,-2.3011541","-2.1175172,-0.40089712,-2.3076847","-2.1093297,-0.6158272,-2.3177764","-1.8058484,-0.1722396,-2.3167276","-1.7230046,-0.33788013,-2.4426138","-1.7456181,-0.49523535,-2.2973833","-2.0452216,-0.638908,-2.3318434","-2.0668793,-0.9953679,-2.4177866","-2.0861056,-1.3122714,-2.4939783","-1.8755561,-0.63541573,-2.3524327","-1.9777881,-0.986444,-2.387746","-2.0721428,-1.2902939,-2.4610612","-2.0080721,0.01270777,-2.216913","-1.9492114,0.010626525,-2.2196732","-2.0651925,0.012965769,-2.2806268","-1.8984207,0.0070688426,-2.2884474"
16,2023-04-04,16:20:50.848985,"-1.9952093,-0.05898127,-1.9535233","-1.968747,-0.21438482,-2.0511043","-2.1281526,-0.21230432,-2.040295","-2.1186998,-0.43732816,-2.0399864","-2.109714,-0.6536894,-2.042317","-1.8093417,-0.21646553,-2.0619133","-1.7281709,-0.41101298,-2.1412091","-1.7668834,-0.52289677,-1.9598761","-2.0602963,-0.67606217,-2.051436","-2.0502691,-1.0404053,-2.1003845","-2.0413098,-1.3643109,-2.143548","-1.8908497,-0.67803764,-2.0739932","-2.0207887,-1.0218699,-2.0622592","-2.139999,-1.3245858,-2.0940406","-2.021868,-0.018828541,-1.9703069","-1.9623148,-0.022537649,-1.9674673","-2.073533,-0.021233112,-2.0418494","-1.904799,-0.031742215,-2.0338044"
16,2023-04-04,16:20:50.926726,"-2.0179617,-0.0737766,-1.8441327","-1.9864647,-0.22680688,-1.929433","-2.14599,-0.22466776,-1.937912","-2.139742,-0.44979438,-1.9366758","-2.1336343,-0.66626275,-1.9367172","-1.8269395,-0.22894582,-1.920954","-1.7519802,-0.43531027,-1.9711272","-1.8120593,-0.5346874,-1.7883416","-2.0772264,-0.6855812,-1.9435574","-2.0543606,-1.050814,-1.9846768","-2.034036,-1.3755113,-2.0208197","-1.9065205,-0.6874665,-1.9437276","-2.039388,-1.0308259,-1.9514294","-2.1556232,-1.3328298,-2.000731","-2.0391424,-0.032992244,-1.8637993","-1.9809395,-0.04135105,-1.8528911","-2.0808523,-0.03089708,-1.9401842","-1.9159446,-0.05458042,-1.9092772"
16,2023-04-04,16:20:51.004465,"-2.034963,-0.09427878,-1.7291358","-2.0001662,-0.24552065,-1.8050756","-2.1593204,-0.24432793,-1.827567","-2.1539836,-0.46956417,-1.8258166","-2.148762,-0.6861389,-1.8246601","-1.841012,-0.2467134,-1.7825843","-1.774766,-0.45836946,-1.8222847","-1.851085,-0.5542653,-1.6436436","-2.0859492,-0.7025093,-1.8289918","-2.0555065,-1.0684863,-1.8652997","-2.0284894,-1.3938446,-1.8971508","-1.9168894,-0.70327413,-1.81194","-2.046206,-1.0480859,-1.8357346","-2.154992,-1.3510016,-1.89906","-2.0532074,-0.054331213,-1.7511531","-1.996551,-0.06415513,-1.7346619","-2.0876136,-0.051564723,-1.8302103","-1.9270861,-0.07939914,-1.7834848"
16,2023-04-04,16:20:51.084198,"-2.038751,-0.10342446,-1.671912","-2.0011954,-0.25368112,-1.7419624","-2.160221,-0.2535452,-1.7749025","-2.1549296,-0.47898814,-1.773481","-2.1497862,-0.6957603,-1.7723455","-1.8421695,-0.25381702,-1.7090228","-1.7835412,-0.4679055,-1.7488146","-1.8716117,-0.56487304,-1.5760177","-2.0811725,-0.7095221,-1.7742826","-2.046518,-1.0762967,-1.8095992","-2.0157893,-1.402365,-1.84058","-1.9148811,-0.70919025,-1.7439965","-2.0382557,-1.056067,-1.781771","-2.1384263,-1.3602512,-1.8570201","-2.0553398,-0.064661026,-1.6959488","-2.0000312,-0.074382424,-1.6755067","-2.084352,-0.062844485,-1.7767425","-1.9276426,-0.090388626,-1.7188231"
17,2023-04-04,16:20:59.450808,"-2.0027752,0.34529245,-4.584951","-2.0158627,0.18473488,-4.665614","-2.118059,0.17934662,-4.6235967","-2.12038,0.033109605,-4.648039","-2.1229239,-0.107372105,-4.6722817","-1.9136671,0.1901232,-4.7076316","-1.9159884,0.043885887,-4.732074","-1.9185324,-0.09659541,-4.7563176","-2.1154258,-0.36314553,-4.714743","-2.1221285,-0.8070797,-4.788075","-2.1336443,-1.1991568,-4.8664517","-1.9306695,-0.35340536,-4.7907057","-1.9373724,-0.7973394,-4.8640375","-1.9488881,-1.1894166,-4.9424133","-2.0346088,0.37657297,-4.5992856","-1.9933047,0.3811648,-4.613601","-2.097856,0.36448377,-4.6619325","-1.980827,0.37749386,-4.7024937"
17,2023-04-04,16:20:59.549478,"-2.0012062,0.3190781,-4.415961","-2.021269,0.16439492,-4.5059133","-2.144568,0.16666538,-4.4689207","-2.1579645,-0.010077894,-4.5070753","-2.1705363,-0.18026882,-4.5427155","-1.8979702,0.16212445,-4.542906","-1.8713592,-0.011743724,-4.586895","-1.8459922,-0.1787687,-4.629936","-2.1513257,-0.3317871,-4.587341","-2.1843789,-0.7705394,-4.681701","-2.2139745,-1.1603572,-4.766355","-1.973406,-0.33577085,-4.6372895","-2.0064592,-0.77452326,-4.73165","-2.0360544,-1.164341,-4.816304","-2.0305367,0.3529299,-4.4305534","-1.9848458,0.3552807,-4.4412766","-2.0901637,0.34792352,-4.496954","-1.9607061,0.35458404,-4.5273356"
17,2023-04-04,16:20:59.633198,"-2.0004826,0.30344558,-4.331147","-2.0208147,0.14908177,-4.421325","-2.1496716,0.15293121,-4.386865","-2.1644106,-0.030729115,-4.4272766","-2.1781883,-0.20768279,-4.4646206","-1.8919579,0.14523238,-4.4557853","-1.8568988,-0.036206067,-4.493632","-1.8236928,-0.21035463,-4.5319285","-2.1515672,-0.33435655,-4.5065527","-2.186534,-0.7725687,-4.602716","-2.2172434,-1.1624618,-4.686624","-1.9762008,-0.3404193,-4.5495114","-2.0111673,-0.7786313,-4.6456747","-2.041877,-1.1685243,-4.7295823","-2.029483,0.33747888,-4.3461533","-1.9827377,0.33943248,-4.3559375","-2.0881543,0.3329755,-4.41331","-1.9557093,0.3385108,-4.441034"
17,2023-04-04,16:20:59.732865,"-2.0076888,0.27400267,-4.18242","-2.0287948,0.11902094,-4.271639","-2.1627502,0.124343395,-4.241439","-2.178177,-0.06444895,-4.2835836","-2.1921608,-0.24688035,-4.3201766","-1.8948389,0.1136986,-4.3018384","-1.855244,-0.073749244,-4.332698","-1.8177872,-0.25364476,-4.3651075","-2.158584,-0.35398012,-4.361084","-2.194065,-0.79190284,-4.4583707","-2.2251306,-1.1817517,-4.542351","-1.9850585,-0.36181402,-4.39579","-2.0205395,-0.79973674,-4.4930773","-2.051605,-1.189586,-4.577057","-2.03642,0.30797386,-4.197968","-1.9891464,0.30966604,-4.207028","-2.094209,0.30330646,-4.265665","-1.9602672,0.30810106,-4.2913365"
17,2023-04-04,16:20:59.816584,"-2.0122266,0.259718,-4.1106887","-2.0335174,0.1041376,-4.1990366","-2.169091,0.109678745,-4.170308","-2.1844022,-0.08080602,-4.212752","-2.1983495,-0.26483554,-4.2497377","-1.8979437,0.09859651,-4.2277646","-1.8584896,-0.09094846,-4.2566853","-1.8211443,-0.27287728,-4.287288","-2.1618083,-0.3659585,-4.2891026","-2.1967158,-0.8039725,-4.3861856","-2.2273617,-1.1938293,-4.4702845","-1.9889377,-0.37401265,-4.321118","-2.0238452,-0.8120267,-4.418202","-2.0544915,-1.2018834,-4.5023","-2.0409396,0.29357147,-4.1264443","-1.993573,0.2952224,-4.13539","-2.098572,0.28855443,-4.1941466","-1.9643669,0.2932325,-4.2194943"
17,2023-04-04,16:20:59.898311,"-2.0119731,0.25449216,-4.080456","-2.0332904,0.09868455,-4.1683116","-2.169917,0.10433763,-4.140484","-2.1851194,-0.08727026,-4.1830525","-2.199006,-0.27236068,-4.2202215","-1.8966638,0.093031526,-4.19614","-1.8574425,-0.097799,-4.224464","-1.820296,-0.2809714,-4.254479","-2.1604884,-0.36956584,-4.258479","-2.1949658,-0.80767095,-4.3553042","-2.2252839,-1.197558,-4.439381","-1.9881061,-0.3777014,-4.288908","-2.022584,-0.81580657,-4.385733","-2.0529015,-1.2056936,-4.469811","-2.0406811,0.28826755,-4.096308","-1.9932822,0.28992087,-4.1051884","-2.098208,0.28305668,-4.164001","-1.963911,0.28774118,-4.189161"
17,2023-04-04,16:20:59.974058,"-2.0091698,0.25404984,-4.0723786","-2.0304163,0.0982762,-4.1599","-2.16774,0.103962064,-4.1325965","-2.182825,-0.08841151,-4.1751842","-2.1966517,-0.27419466,-4.2125516","-1.8930918,0.09259027,-4.187204","-1.8541332,-0.0990473,-4.2155967","-1.8172182,-0.28299713,-4.24564","-2.1567552,-0.36881214,-4.2498507","-2.190854,-0.8070141,-4.3463717","-2.2208667,-1.196953,-4.4303184","-1.9847313,-0.37693644,-4.2793684","-2.0188305,-0.81513846,-4.37589","-2.0488431,-1.2050772,-4.459836","-2.0378795,0.2877909,-4.0882416","-1.9904741,0.28946054,-4.0970955","-2.0953553,0.28252804,-4.1559086","-1.9610407,0.28725845,-4.1809926"
17,2023-04-04,16:21:00.067745,"-2.004882,0.25675946,-4.07799","-2.0259824,0.101195455,-4.1654506","-2.164024,0.10691643,-4.1386585","-2.1789784,-0.08624697,-4.181205","-2.192726,-0.27274936,-4.2186933","-1.8879405,0.09547466,-4.192243","-1.8492765,-0.09690291,-4.221258","-1.8126225,-0.2815585,-4.2518578","-2.1514397,-0.36473536,-4.2549686","-2.1851346,-0.80306095,-4.3510704","-2.2148108,-1.193086,-4.4347343","-1.9797931,-0.3728379,-4.2836366","-2.0134883,-0.81116337,-4.3797374","-2.0431645,-1.2011884,-4.4634023","-2.0335894,0.2904864,-4.093854","-1.9861488,0.2921679,-4.1026597","-2.0910053,0.28523344,-4.16153","-1.9565892,0.289998,-4.186479"
17,2023-04-04,16:21:00.142495,"-2.0070853,0.25941026,-4.0962977","-2.028111,0.1039837,-4.1837564","-2.1662858,0.10956609,-4.1565156","-2.181153,-0.08389622,-4.198939","-2.194828,-0.27065808,-4.2364273","-1.8899372,0.09840101,-4.210996","-1.8513415,-0.09415132,-4.240703","-1.8147556,-0.2789706,-4.2719383","-2.1531324,-0.36171645,-4.2723947","-2.1865935,-0.80014265,-4.3681173","-2.2160568,-1.1902544,-4.451452","-1.9817525,-0.369604,-4.3016295","-2.015214,-0.8080301,-4.397352","-2.0446773,-1.1981422,-4.480687","-2.0358582,0.29311633,-4.1120796","-1.9884259,0.29484057,-4.1209865","-2.0934188,0.28784698,-4.1796174","-1.9590274,0.29273266,-4.204854"
17,2023-04-04,16:21:00.220235,"-1.9861072,0.086428344,-3.4519882","-2.0092793,-0.060173392,-3.5231395","-2.1274521,-0.056088567,-3.523127","-2.134934,-0.21515423,-3.5530713","-2.142128,-0.3681091,-3.581825","-1.891107,-0.06425822,-3.5231524","-1.8848673,-0.22353506,-3.5522459","-1.8788633,-0.37653357,-3.581041","-2.1120956,-0.5320533,-3.6064491","-2.1168067,-0.9423701,-3.639136","-2.1177382,-1.298023,-3.7251403","-1.9393426,-0.5389966,-3.597115","-1.9576578,-0.9435307,-3.6710546","-1.9729278,-1.299829,-3.7529387","-2.006686,0.12050027,-3.458242","-1.9683986,0.120046735,-3.4653926","-2.052032,0.11732775,-3.506338","-1.9435511,0.11604303,-3.5265982"
17,2023-04-04,16:21:00.310932,"-2.0104358,0.08616656,-3.3464358","-2.013827,-0.04579979,-3.4264722","-2.1278021,-0.039866388,-3.43555","-2.134255,-0.1898238,-3.4595325","-2.1403527,-0.33381814,-3.4838111","-1.8998524,-0.051733077,-3.417395","-1.9090261,-0.1997264,-3.4508297","-1.9178005,-0.34191483,-3.4834867","-2.1192384,-0.5161603,-3.4996924","-2.127915,-0.91241246,-3.5165186","-2.1238377,-1.2523627,-3.6101253","-1.94821,-0.5258741,-3.4748535","-1.9647801,-0.91766423,-3.5348542","-1.9762827,-1.2622306,-3.608927","-2.0316644,0.11898768,-3.3489056","-1.9939294,0.121358156,-3.3512402","-2.0694447,0.11785495,-3.3972745","-1.962529,0.12457132,-3.4038882"
17,2023-04-04,16:21:00.401629,"-2.0300496,0.03674954,-3.1400247","-2.0115135,-0.08361441,-3.2281082","-2.122091,-0.075989425,-3.2382915","-2.1290095,-0.22230679,-3.2575483","-2.1355026,-0.36278778,-3.2776387","-1.9009364,-0.091239214,-3.2179246","-1.9167414,-0.23418689,-3.2517424","-1.9319403,-0.3716405,-3.2842407","-2.1251612,-0.5507426,-3.2856798","-2.1362464,-0.94202673,-3.3117628","-2.1365428,-1.2811651,-3.3929427","-1.9549967,-0.56306463,-3.2589345","-1.9738163,-0.95196307,-3.3069997","-1.9862355,-1.2936932,-3.3753483","-2.0521936,0.06919402,-3.1442776","-2.0137956,0.07275534,-3.1393242","-2.0813315,0.06985235,-3.1986153","-1.9725376,0.079943,-3.1845808"
17,2023-04-04,16:21:00.484352,"-2.0577126,0.05068332,-3.0551662","-2.0417519,-0.07441044,-3.139522","-2.1546428,-0.06974131,-3.1464667","-2.183288,-0.2462272,-3.1363842","-2.2131875,-0.41050237,-3.0943153","-1.9288609,-0.07907945,-3.1325777","-1.942058,-0.25437558,-3.1667333","-1.9547074,-0.42281973,-3.2001483","-2.1443038,-0.5345677,-3.1781085","-2.1479754,-0.924591,-3.211844","-2.1461806,-1.2651513,-3.2833805","-1.974038,-0.54173076,-3.1581879","-1.9871471,-0.93070143,-3.2006094","-1.9957558,-1.2729446,-3.2630405","-2.0807793,0.083129525,-3.0604575","-2.0397608,0.08658463,-3.0564685","-2.113638,0.08162975,-3.1143303","-1.9974179,0.09141922,-3.1030295"
17,2023-04-04,16:21:00.570066,"-2.0770497,0.047071397,-2.97608","-2.0635679,-0.081186235,-3.0563974","-2.1820698,-0.07856065,-3.0667205","-2.2303076,-0.27345824,-3.0517385","-2.2817924,-0.4448108,-2.9778073","-1.9450657,-0.08381176,-3.0460742","-1.9538016,-0.28215414,-3.0795465","-1.9621023,-0.4726845,-3.1128247","-2.1568215,-0.53652805,-3.085496","-2.1573367,-0.9257988,-3.1251786","-2.1537108,-1.2672839,-3.1911175","-1.9874244,-0.5401138,-3.0634184","-1.9968011,-0.92938936,-3.10193","-2.0010037,-1.2710359,-3.1669924","-2.1015677,0.07945418,-2.9821095","-2.057145,0.08290458,-2.978513","-2.1382313,0.07658589,-3.0358045","-2.012367,0.086362004,-3.0256152"
17,2023-04-04,16:21:00.660763,"-2.0920057,0.01501286,-2.8194153","-2.0876412,-0.11969149,-2.8988419","-2.2115054,-0.11930424,-2.9031556","-2.268187,-0.30262482,-2.8449013","-2.31311,-0.41852462,-2.697497","-1.963777,-0.1200788,-2.894528","-1.969338,-0.31542683,-2.9394832","-1.9746903,-0.5032965,-2.9825566","-2.1724758,-0.5731217,-2.9554274","-2.1764367,-0.95768774,-3.0297203","-2.1791704,-1.2970324,-3.107589","-2.0020885,-0.57410973,-2.9443698","-2.0074933,-0.96176034,-3.000261","-2.010679,-1.3019648,-3.0742645","-2.1172075,0.04732555,-2.8243163","-2.07174,0.050721645,-2.8235912","-2.1580617,0.04398197,-2.8756008","-2.029237,0.053604484,-2.8735468"
17,2023-04-04,16:21:00.741493,"-2.102994,-0.01403749,-2.733169","-2.0923154,-0.15161204,-2.814489","-2.2154758,-0.15023279,-2.8286712","-2.2778556,-0.3277473,-2.7675133","-2.3304133,-0.4294101,-2.6155524","-1.9691548,-0.15299124,-2.8003063","-1.9725639,-0.34490174,-2.8482814","-1.9766055,-0.53092456,-2.8878913","-2.1736903,-0.6013355,-2.8969204","-2.1784563,-0.9840797,-2.9817133","-2.1828866,-1.3245916,-3.0557296","-2.0047777,-0.6041099,-2.873314","-2.00641,-0.9909659,-2.9369164","-2.007004,-1.3337989,-2.9994593","-2.1262112,0.019472897,-2.7411377","-2.0803177,0.020669281,-2.7357657","-2.1623068,0.017647922,-2.7969265","-2.0322757,0.021037757,-2.781705"
